ItemTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,RepairType,MaxUses,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,BackingCurrency,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,
StrangeFuel,,,,,,,100,,,,,,,,,10000000,,,CHEEEAAAAATER,,,,Fuel,,,,,,,,,,,,,,,,,,,,,,
Substrate,,ElectronicsAssembly,,1,Electronics,2,1000,,,,,,"Fiberglass,4;Epoxy,4",,,,,,The foundation material for complex electronics.,,,,Material,,2,60,,Items,Products,,,,,,,,,,,,,,,,
SyntheticRubber,,OilRefinery,,1,OilDrilling,1.5,1000,,,,,,"Petroleum,4",,"Barrel,3,-",,2,Rubber,An extremely useful synthetic material derived from petrochemicals.,,,,Material,,1,180,,Items,Products,,,,,,,,,,,,,,,,
Torch,Tool,Workbench,,,,0.5,500,,,,,"Wood,2",,,,8000,,,A little bit of light to help beat back the night.,,,,Tool,"Torch,1",,50,,Items,Tools,,,,,,,,,,,,,,,,
Trout,,,,,,,800,,,,,,,,,,,,A trout.,,,,Animal,"Fish,1;MediumFish,1",,,,Natural Resources,Animal,,,,,,,,,,,,,,,,
Tuna,,,,,,,1250,,,,,,,,,,,,A tuna.,,,,Animal,"Fish,1;LargeFish,1",,,,Natural Resources,Animal,,,,,,,,,,,,,,,,
TurkeyCarcass,,,,,,,1000,,,,,,,,,,,,A dead turkey.,,,,Animal,"TinyLeatherCarcass,1;TinyCarcass,1",,,,Natural Resources,Animal,,,,,,,,,,,,,,,,
Urchin,,,,,,,100,,,,,,,,,,,,An urchin.,,,,Animal,"Marine Life,1",,,,Natural Resources,Animal,,,,,,,,,,,,,,,,
Valve,,ElectricMachinistTable,,2,Mechanics,3,500,,,,,,"SteelPipe,4;SteelPlate,4","SteelGearbox,1",,,,,"A device that regulates, directs, or controls the flow of fluid.",,,,Material,,4,60,,Items,Products,,,,,,,,,,,,,,,,
WolfCarcass,,,,,,,2000,,,,,,,,,,,,A dead wolf.,,,,Animal,"SmallCarcass,1",,,,Natural Resources,Animal,,,,,,,,,,,,,,,,
WoodenWheel,,WainwrightTable,,1,BasicEngineering,2,500,,,,,"HewnLog,4",,,,,,,A basic wheel for use in early wooden vehicles.,,,,Material,,1,40,,Items,Products,,,,,,,,,,,,,,,,
WoodPulp,,,,,,,10,,,,,,,,,50,,WoodPulp,"A byproduct of processing lumber, wood pulp can be burned for Mortar or pressed into paper.",,,,Material,"NaturalFiber,1;Burnable Fuel,1",,,,Items,Products,,,,,,,,,,,,,,,,
WoolFabric,,Loom,,1,Tailoring,1,100,,,,,,"WoolYarn,4",,,,,WoolFabric,"Wool fabric is warm and durable, but it can be slightly itchy.",,,,Material,"Fabric,1",0.5,60,,Items,Products,,,,,,,,,,,,,,,,
WoolYarn,,AdvancedTailoringTable,,1,Tailoring,0.75,20,,,,,,"ShornWool,3",,,,,WoolYarn,"Spun wool that can be used for knitting, weaving, or sewing.",,,,Material,,0.5,60,,Items,Products,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ItemLists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field,Entry,Names2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compostable,x,"PlantFibers,SpoiledFood,WoodPulp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden,X,"StrangeFuel,EckoTheDolphin,NuclearFuel,LargeHangingWoodSign,LargeStandingWoodSign,SmallHangingWoodSign,SmallStandingWoodSign,NylonChips,MarmotCarcass,BeaverCarcass,LinenFabric,LinenYarn,FlaxStem,FlaxFiber,Picture,GlassLens,FlaxTrawlerNet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LayerAndRadius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkipItem,X,"SoilSampler,Deed,PropertyClaim,FishingPole",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YieldMultipliers,"1.4f, 1.5f, 1.6f, 1.7f, 1.8f, 1.9f, 2.0f","PlantFibers,CottonBoll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YieldSkill,Gathering,"PlantFibers,CottonBoll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlockTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Block,ParentClass,Tier,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,NoDefault,TagRecipe,TagStaticRecipe,ParentRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,RequiresTool,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,
AshlarBasalt,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedMasonryTable,,1,AdvancedMasonry,2,10000,,,,,"Basalt,20;Mortar,6;SteelBar,1",,"CrushedBasalt,2,-",,,AshlarBasalt,Ashlar is finely cut stone made by an expert mason. Ashlar stone is an especially decorative building material that comes in a variety of styles based on the type of rock used.,4,,,Block,"AshlarStone,1;Constructable,1",1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
AshlarGneiss,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedMasonryTable,,1,AdvancedMasonry,2,10000,,,,,"Gneiss,20;Mortar,6;SteelBar,1",,"CrushedGneiss,2,-",,,AshlarGneiss,Ashlar is finely cut stone made by an expert mason. Ashlar stone is an especially decorative building material that comes in a variety of styles based on the type of rock used.,4,,,Block,"AshlarStone,1;Constructable,1",1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
AshlarGranite,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedMasonryTable,,1,AdvancedMasonry,2,10000,,,,,"Granite,20;Mortar,6;SteelBar,1",,"CrushedGranite,2,-",,,AshlarGranite,Ashlar is finely cut stone made by an expert mason. Ashlar stone is an especially decorative building material that comes in a variety of styles based on the type of rock used.,4,,,Block,"AshlarStone,1;Constructable,1",1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
AshlarLimestone,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedMasonryTable,,1,AdvancedMasonry,2,10000,,,,,"Limestone,20;Mortar,6;SteelBar,1",,"CrushedLimestone,2,-",,,AshlarLimestone,Ashlar is finely cut stone made by an expert mason. Ashlar stone is an especially decorative building material that comes in a variety of styles based on the type of rock used.,4,,,Block,"AshlarStone,1;Constructable,1",1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
AshlarSandstone,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedMasonryTable,,1,AdvancedMasonry,2,10000,,,,,"Sandstone,20;Mortar,6;SteelBar,1",,"CrushedSandstone,2,-",,,AshlarSandstone,Ashlar is finely cut stone made by an expert mason. Ashlar stone is an especially decorative building material that comes in a variety of styles based on the type of rock used.,4,,,Block,"AshlarStone,1;Constructable,1",1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
AshlarShale,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedMasonryTable,,1,AdvancedMasonry,2,10000,,,,,"Shale,20;Mortar,6;SteelBar,1",,"CrushedShale,2,-",,,AshlarShale,Ashlar is finely cut stone made by an expert mason. Ashlar stone is an especially decorative building material that comes in a variety of styles based on the type of rock used.,4,,,Block,"AshlarStone,1;Constructable,1",1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
AsphaltConcrete,"Solid, Wall, Constructed",Road,,WainwrightTable,,1,BasicEngineering,2,10000,,"CrushedRock,5",,,"Cement,1;Sand,2",,,,2,AsphaltConcrete,A paved surface constructed with asphalt and concrete. It's durable and extremely efficient for any wheeled vehicle.,,,,Block,"Road,1;Constructable,1;RoadType,1",1.5,180,,Blocks,Roads,,,,,,,,,,,,,,,
Barrel,Solid,Block,,ElectricMachinistTable,,1,OilDrilling,0.5,2000,,,,,"IronBar,1",,,,,,A metal barrel for carrying liquids.,,,,Material,,0.5,180,,Blocks,Liquids,,,,,,,,,,,,,,,
Basalt,"Solid, Wall, Minable(6)",Block,,,,,,0,7500,,,,,,,,,,Basalt,"A hard and heavy rock with some uses in construction. Basalt forms directly from lava erupted volcanically, making it an extrusive igneous rock. The basis of all bedrock in the oceans.",4,,,Block,"Rock,1;Excavatable,1",,,,Natural Resources,Stone,,,,,,,,,,,,,,,
Biodiesel,Solid,Block,,OilRefinery,,5,OilDrilling,0.8,30000,,"Fat,5",,,"Ethanol,6","Barrel,1",,80000,,Biodiesel,A vegetable or animal fat-based diesel fuel.,,,,Fuel,"Liquid Fuel,1",0.5,60,,Blocks,Liquids,,,,,,,,,,,,,,,
BirchLog,"Solid, Wall, Constructed",Block,,,,,,,10000,,,,,,,,4000,,,"Birch log is a type of hardwood, notable for its white and papery bark.",4,,,Block,"Wood,1;Hardwood,1;Burnable Fuel,1",,,,Natural Resources,Logs,,,,,,,,,,,,,,,
Brick,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,2,Kiln,,1,Pottery,0.5,10000,,,,,"Clay,1;Mortar,4",,,,,,Durable building material made from fired blocks and mortar.,4,,,Block,"Constructable,1",1,15,,Blocks,Building Materials,,,,,,,,,,,,,,,
CedarLog,"Solid, Wall, Constructed",Block,,,,,,,10000,,,,,,,,4000,,,Cedar log is a type of softwood. Cedar wood is a natural repellent to moths.,4,,,Block,"Wood,1;Softwood,1;Burnable Fuel,1",,,,Natural Resources,Logs,,,,,,,,,,,,,,,
CeibaLog,"Solid, Wall, Constructed",Block,,,,,,,10000,,,,,,,,4000,,,"Ceiba log is a type of hardwood. The Ceiba tree, with its giant trunk, is often sought after by loggers for the large volume of logs it produces.",4,,,Block,"Wood,1;Hardwood,1;Burnable Fuel,1",,,,Natural Resources,Logs,,,,,,,,,,,,,,,
Clay,"Solid, Wall, Diggable",Block,,,,,,0,22000,,,,,,,,,,Clay,"A very fine grained deposit of weathered bits of rock. Plastic when wet and brittle when dry, clay is impermeable to many liquids and useful for many industrial and environmental purposes.",,,,Block,"Excavatable,1",,,,Natural Resources,Blocks,,,,,,,,,,,,,,,
Coal,"Minable(1), Solid,Wall",Block,,,,,,0,4000,,,,,,,,20000,,Coal,"A combustible mineral that, when used as a fuel, provides lots of energy but generates lots of pollution.",4,,,Fuel,"Coal,1;Burnable Fuel,1;Excavatable,1",,,,Natural Resources,Ore,,,,,,,,,,,,,,,
CompositeBirchLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"BirchLog,1;Plastic,1;Epoxy,1",,,,,CompositeBirchLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;HardwoodLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeCedarLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"CedarLog,1;Plastic,1;Epoxy,1",,,,,CompositeCedarLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;SoftwoodLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeCeibaLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"CeibaLog,1;Plastic,1;Epoxy,1",,,,,CompositeCeibaLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;HardwoodLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeFirLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"FirLog,1;Plastic,1;Epoxy,1",,,,,CompositeFirLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;SoftwoodLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeJoshuaLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"JoshuaLog,1;Plastic,1;Epoxy,1",,,,,CompositeJoshuaLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Wood,1;Lumber,1",,,"Plastic,1;Epoxy,1",,,,,CompositeLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeOakLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"OakLog,1;Plastic,1;Epoxy,1",,,,,CompositeOakLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;HardwoodLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositePalmLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"PalmLog,1;Plastic,1;Epoxy,1",,,,,CompositePalmLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeRedwoodLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"RedwoodLog,1;Plastic,1;Epoxy,1",,,,,CompositeRedwoodLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;SoftwoodLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeSaguaroLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"SaguaroRib,1;Plastic,1;Epoxy,1",,,,,CompositeSaguaroLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CompositeSpruceLumber,"Solid, Wall, Constructed",Block,4,AdvancedCarpentryTable,,1,Composites,2,10000,,"Lumber,1",,CompositeLumber,"SpruceLog,1;Plastic,1;Epoxy,1",,,,,CompositeSpruceLumber,A composite lumber made from a combination of wood and plastic.,4,,,Block,"CompositeLumber,1;Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CopperBar,"Solid, Wall, Constructed",Block,,BlastFurnace,,1,Smelting,0.3,18000,,,,,"CopperConcentrate,1",,"Slag,1,-",,2,,Refined bar of copper.,4,,,Material,"Metal,1",2,60,,Blocks,Metals,,,,,,,,,,,,,,,
CopperConcentrate,"Solid, Wall, Diggable",Block,,RockerBox,,1,Mining,1.5,20000,,,,,"CrushedCopperOre,7",,"WetTailings,3,-",,,CopperConcentrate,Copper ore that has been concentrated to remove impurities. Ore concentrate is used by smiths to smelt metal bars.,,,,Block,"ConcentratedOre,1;Excavatable,1",2,25,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CopperOre,"Minable(2), Solid,Wall",Block,,,,,,0,7500,,,,,,,,,,CopperOre,Unrefined ore with traces of copper.,4,,,Material,"Ore,1;Excavatable,1",,,,Natural Resources,Ore,,,,,,,,,,,,,,,
CopperPipe,"Solid, Constructed",Pipe,2,Anvil,,1,Smelting,0.8,2000,,,,,"CopperBar,2",,,,,,A pipe for transporting liquids.,,,,Block,"Constructable,1",0.5,15,,Blocks,Pipes,,,,,,,,,,,,,,,
CorrugatedSteel,"Solid, Wall, Constructed",Block,3,RollingMill,,2,AdvancedSmelting,2,10000,,,,,"SteelBar,2",,,,,,Especially useful for industrial buildings.,4,,,Block,"Constructable,1",0.5,25,,Blocks,Building Materials,,,,,,,,,,,,,,,
CottonCarpet,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,AdvancedTailoringTable,,4,Tailoring,2,10000,,"Lumber,1",,,"Epoxy,1;CottonFabric,5",,,,,CottonCarpet,A woven cotton floor covering attached to a lumber backing.,4,,,Block,,1.5,180,,Blocks,Building Materials,,,,,,,,,,,,,,,
CottonCurtains,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,,Loom,,3,Tailoring,2,5000,,"HewnLog,2",,,"CottonFabric,5;CottonThread,2",,,,4,CottonCurtains,Curtains woven using the finest cotton. \n\n (Only cosmetic does not impact room value.),4,,,Block,,1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
CrushedBasalt,"Solid, Wall, Diggable",Block,,,,,,,30000,,,,,,,,,,CrushedBasalt,Basalt rocks that have been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Excavatable,1",,,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedCoal,"Solid, Wall, Diggable",Block,,,,,,,7000,,,,,,,,,,CrushedCoal,,,,,Block,"Excavatable,1",,,Shovel,,,,,,,,,,,,,,,,,
CrushedCopperOre,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,28000,,,,,,"CopperOre,12","CrushedGranite,1",,2,CrushedCopperOre,Crushed copper ore that is ready to be concentrated.,,,,Block,"Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedGneiss,"Solid, Wall, Diggable",Block,,,,,,,28000,,,,,,,,,,CrushedGneiss,Gneiss rocks that have been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Excavatable,1",,,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedGoldOre,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,28000,,,,,,"GoldOre,12","CrushedGranite,1",,2,CrushedGoldOre,Crushed gold ore that is ready to be concentrated.,,,,Block,"Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedGranite,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,26000,,,,,,"Granite,12",,,3,CrushedGranite,Granite rocks that have been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Silica,1;Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedIronOre,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,30000,,,,,,"IronOre,12","CrushedSandstone,1",,2,CrushedIronOre,Crushed iron ore that is ready to be concentrated.,,,,Block,"Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedLimestone,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,26000,,,,,,"Limestone,12",,,3,CrushedLimestone,Limestone rocks that have been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedMixedRock,"Solid, Wall, Diggable",Block,,,,,,,26000,,,,,,,,,,,A mixture of rocks that can be used in a variety of recipes or simply as landfill.,,,,Block,"CrushedRock,1;Excavatable,1",,,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedOilShale,"Solid, Wall, Diggable",Block,,,,,,,20000,,,,,,,,,,CrushedOilShale,,,,,Block,,,,Shovel,,,,,,,,,,,,,,,,,
CrushedSandstone,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,24000,,,,,,"Sandstone,12",,,3,CrushedSandstone,Sandstone rocks that have been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Silica,1;Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedShale,"Solid, Wall, Diggable",Block,,Arrastra,,1,Mining,1.5,24000,,,,,,"Shale,12",,,3,CrushedShale,Shale rocks that have been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Excavatable,1",0.5,60,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
CrushedSlag,"Solid, Wall, Diggable",Block,,,,,,,24000,,,,,,,,,,CrushedSlag,Slag that has been crushed into a fine gravel.,,,,Block,"CrushedRock,1;Excavatable,1",,,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
DirtRamp,Constructed,Road,,WainwrightTable,,,,0.5,30000,,,,,"Dirt,6",,,,,,A dusty ramp formed from tamped earth. It's servicable for any wheeled vehicle.,,,,Block,"Constructable,1",,15,,Blocks,Roads,,,,,,,,,,,,,,,
FirLog,"Solid, Wall, Constructed",Block,,,,,,,10000,,,,,,,,4000,,,Fir log is a type of softwood with a nice piney smell.,4,,,Block,"Wood,1;Softwood,1;Burnable Fuel,1",,,,Natural Resources,Logs,,,,,,,,,,,,,,,
FlatSteel,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,RollingMill,,5,AdvancedSmelting,2,10000,,,,,"SteelBar,3;Epoxy,2",,,,,,"Coated with a layer of epoxy, this steel refuses to rust.",4,,,Block,"Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
FramedGlass,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,4,Glassworks,,5,Glassworking,2,10000,,,,,"Glass,5;SteelBar,2",,,,,FramedGlass,Glass which was reinforced by a steel frame.,4,,,Block,"Constructable,1",1.5,120,,Blocks,Building Materials,,,,,,,,,,,,,,,
Gasoline,Solid,Block,,OilRefinery,,2,OilDrilling,0.8,30000,,,,,"Petroleum,4",,,100000,,Gasoline,Refined petroleum useful for fueling machines and generators.,,,,Fuel,"Liquid Fuel,1",0.5,120,,Blocks,Liquids,,,,,,,,,,,,,,,
Glass,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,2,Glassworks,,1,Glassworking,1.2,10000,,,,,"Sand,4","CrushedLimestone,1",,,,Glass,"A transparent, solid material useful for more than just windows.",4,,,Block,"Constructable,1",1,30,,Blocks,Building Materials,,,,,,,,,,,,,,,
Gneiss,"Solid, Wall, Minable(4)",Block,,,,,,0,7000,,,,,,,,,,Gneiss,A hard rock with some uses in construction. Gneiss is a metamorphic rock formed from previous rock recrystallizing at high pressures and temperatures deep in the earth.,4,,,Block,"Rock,1;Excavatable,1",,,,Natural Resources,Stone,,,,,,,,,,,,,,,
GoldBar,"Solid, Wall, Constructed",Block,,BlastFurnace,,1,Smelting,0.3,30000,,,,,"GoldConcentrate,1",,"Slag,1,-",,2,,Refined bar of gold.,4,,,Material,"Metal,1",2,60,,Blocks,Metals,,,,,,,,,,,,,,,
GoldConcentrate,"Solid, Wall, Diggable",Block,,RockerBox,,1,Mining,1.5,20000,,,,,"CrushedGoldOre,10",,"WetTailings,4,-",,,GoldConcentrate,Gold ore that has been concentrated to remove impurities. Ore concentrate is used by smiths to smelt metal bars.,,,,Block,"ConcentratedOre,1;Excavatable,1",2,25,Shovel,Blocks,Processed Rock,,,,,,,,,,,,,,,
GoldOre,"Minable(2), Solid,Wall",Block,,,,,,0,7500,,,,,,,,,,GoldOre,Unrefined ore with traces of gold.,4,,,Material,"Ore,1;Excavatable,1",,,,Natural Resources,Ore,,,,,,,,,,,,,,,
Granite,"Solid, Wall, Cliff, Minable(2)",Block,,,,,,0,6500,,,,,,,,,,Granite,"A hard rock useful for construction, and host to various ores. Granite forms from cooling magma deep underground. It is the most common continental rock type!",4,,,Block,"Rock,1;Excavatable,1",,,,Natural Resources,Stone,,,,,,,,,,,,,,,
HardwoodHewnLog,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,1,Workbench,,,,0.16,10000,,"Hardwood,2",,HewnLog,,,,4000,,,A log hewn and shaped to be a building material. Hewing logs at a workbench will grant no experience.,3,,,Block,"HewnLog,1;Burnable Fuel,1;Constructable,1",0.5,20,,Blocks,Building Materials,,,,,,,,,,,,,,,
HardwoodLumber,"Solid, Wall, Constructed,BuildRoomMaterialOption",Block,2,Sawmill,,1,Carpentry,0.5,10000,,,,Lumber,"HardwoodHewnLog,4;Nail,4",,,4000,,HardwoodLumber,Can be fashioned into various usable equipment.,4,,,Block,"Lumber,1;Burnable Fuel,1;Constructable,1",1,60,,Blocks,Building Materials,,,,,,,,,,,,,,,
